chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr4,146681887,146859607,ZNF827,NM_178835,-,ENSG00000151612,1.5040773967762742
chr5,148521053,148639999,ABLIM3,NM_014945,+,ENSG00000173210,0.25464221837358075
chr5,80625946,80689988,ACOT12,NM_130767,-,ENSG00000172497,0.01980262729617973
chr5,131285666,131347761,ACSL6,NM_001205250,-,ENSG00000164398,0.8919980393051105
chr5,56775842,56778636,ACTBL2,NM_001017992,-,ENSG00000169067,0.009950330853168092
chr5,156904311,157002783,ADAM19,NM_033274,-,ENSG00000135074,0.5822156198526637
chr5,33527286,33892124,ADAMTS12,NM_030955,-,ENSG00000151388,2.731766727719526
chr5,5140442,5320412,ADAMTS16,NM_139056,+,ENSG00000145536,0.5364933705145685
chr5,128796102,129074376,ADAMTS19,NM_133638,+,ENSG00000145808,1.9487632180377197
chr5,178537851,178772431,ADAMTS2,NM_014244,-,ENSG00000087116,0.5933268452777344
chr5,64444562,64777704,ADAMTS6,NM_197941,-,ENSG00000049192,1.1410330045520618
chr5,7396342,7830194,ADCY2,NM_020546,+,ENSG00000078295,0.36464311358790924
chr5,159343739,159400017,ADRA1B,NM_000679,+,ENSG00000170214,0.009950330853168092
chr5,148206155,148208197,ADRB2,NM_000024,+,ENSG00000169252,0.13976194237515863
chr5,148651400,148721367,AFAP1L1,NM_001146337,+,ENSG00000157510,0.9321640810304452
chr5,132211070,132299354,AFF4,NM_014423,-,ENSG00000072364,2.6546494243750947
chr5,76326209,76361058,AGGF1,NM_018046,+,ENSG00000164252,2.066862759472976
chr5,34998205,35048240,AGXT2,NM_031900,-,ENSG00000113492,0.009950330853168092
chr5,177635539,177659803,AGXT2L2,NM_153373,-,N/A,-inf
chr5,304290,438405,AHRR,NM_020731,+,ENSG00000063438,0.506817602368452
chr5,125877532,125931082,ALDH7A1,NM_001201377,-,ENSG00000164904,1.9906103279732201
chr5,33987090,34008220,AMACR,NM_014324,-,ENSG00000242110,1.7457155307266483
chr5,14704908,14871887,ANKH,NM_054027,-,ENSG00000154122,0.5709795465857378
chr5,139781398,139929163,ANKHD1-EIF4EBP3,NM_020690,+,N/A,-inf
chr5,139781398,139919441,ANKHD1,NM_017747,+,ENSG00000131503,2.6844403354630764
chr5,72848024,72861511,ANKRA2,NM_023039,-,ENSG00000164331,2.419478844465545
chr5,74364121,74532703,ANKRD31,NM_001164443,-,N/A,-inf
chr5,93954390,94031573,ANKRD32,NM_032290,+,ENSG00000133302,1.0784095813505903
chr5,10564434,10657928,ANKRD33B,NM_001164440,+,ENSG00000164236,0.03922071315328133
chr5,79852573,79866304,ANKRD34B,NM_001004441,-,ENSG00000189127,0.0
chr5,55395506,55529186,ANKRD55,NM_024669,-,ENSG00000164512,0.03922071315328133
chr5,43039181,43040447,ANXA2R,NM_001014279,-,N/A,-inf
chr5,150480266,150537443,ANXA6,NM_001155,-,ENSG00000197043,3.2140642678709788
chr5,77298149,77590528,AP3B1,NM_003664,-,ENSG00000132842,2.2965670206684825
chr5,115177618,115249778,AP3S1,NM_001284,+,ENSG00000177879,2.6347624053323777
chr5,139937852,139944189,APBB3,NM_133174,-,ENSG00000113108,1.43746264769429
chr5,112043201,112181936,APC,NM_001127511,+,ENSG00000134982,2.7324175575505043
chr5,115298150,115363299,AQPEP,NM_173800,+,ENSG00000172901,0.17395330712343798
chr5,141032967,141061800,ARAP3,NM_022481,-,ENSG00000120318,0.43178241642553783
chr5,142150291,142608572,ARHGAP26,NM_015071,+,ENSG00000145819,1.5238800240724537
chr5,148961134,149014527,ARHGEF37,NM_001001669,+,ENSG00000183111,0.13976194237515863
chr5,175792501,175800503,ARL10,NM_173664,+,ENSG00000175414,0.8628899551470398
chr5,53180613,53606403,ARL15,NM_019087,-,ENSG00000185305,2.7837759116303458
chr5,90664540,90679149,ARRDC3,NM_020801,-,ENSG00000113369,4.052827882019167
chr5,78073036,78282357,ARSB,NM_000046,-,ENSG00000113273,0.7929925155296614
chr5,149675908,149682525,ARSI,NM_001012301,-,ENSG00000183876,0.12221763272424911
chr5,94890824,94940806,ARSK,NM_198150,+,ENSG00000164291,1.366091653802371
chr5,81267843,81551216,ATG10,NM_001131028,+,ENSG00000152348,1.4327007339340463
chr5,115163893,115177548,ATG12,NR_033363,-,ENSG00000145782,2.5974910105351463
chr5,151122382,151138210,ATOX1,NM_004045,-,ENSG00000177556,3.0007198150650303
chr5,159990126,160279219,ATP10B,NM_025153,-,ENSG00000118322,0.01980262729617973
chr5,81601165,81614147,ATP6AP1L,NM_001017971,+,ENSG00000205464,0.6780335427498971
chr5,172410762,172461900,ATP6V0E1,NM_003945,+,ENSG00000113732,4.068513802187579
chr5,177027118,177037346,B4GALT7,NM_007255,+,ENSG00000027847,1.8531680973566984
chr5,17217749,17276943,BASP1,NM_006317,+,ENSG00000176788,1.415853163361435
chr5,70751441,70863649,BDP1,NM_018429,+,ENSG00000145734,2.0980179272527715
chr5,78407603,78428113,BHMT,NM_001713,+,ENSG00000145692,0.20701416938432612
chr5,78365546,78385897,BHMT2,NM_017614,+,ENSG00000132840,2.050270164379556
chr5,172571444,172591390,BNIP1,NM_013978,+,ENSG00000113734,1.7595805708638197
chr5,173034147,173043666,BOD1,NM_138369,-,N/A,-inf
chr5,137475458,137514358,BRD8,NM_139199,-,ENSG00000112983,2.5641798306825083
chr5,863849,892939,BRD9,NR_027633,-,ENSG00000028310,1.8389610707123492
chr5,34915819,34925787,BRIX1,NM_018321,+,ENSG00000113460,2.191653532286764
chr5,72794249,72801448,BTF3,NM_001207,+,ENSG00000145741,4.245060779600724
chr5,180415844,180433727,BTNL3,NM_197975,+,N/A,-inf
chr5,180326076,180377906,BTNL8,NM_001159709,+,N/A,-inf
chr5,180467224,180488523,BTNL9,NM_152547,+,ENSG00000165810,1.1216775615991057
chr5,159774774,159797648,C1QTNF2,NM_031908,-,ENSG00000145861,0.3220834991691132
chr5,34017962,34043371,C1QTNF3,NM_030945,-,ENSG00000082196,0.7323678937132266
chr5,133291197,133304406,C5orf15,NM_020199,-,ENSG00000113583,2.834389123145228
chr5,134779903,134783038,C5orf20,NM_130848,-,N/A,-inf
chr5,31532372,31555165,C5orf22,NM_018356,+,ENSG00000082213,1.724550719534605
chr5,134181369,134195425,C5orf24,NM_152409,+,ENSG00000181904,2.3115448343655176
chr5,175665369,175772990,C5orf25,NM_198567,+,N/A,-inf
chr5,43444353,43483992,C5orf28,NM_022483,-,ENSG00000151881,1.2178757094949273
chr5,102594441,102614361,C5orf30,NM_033211,+,ENSG00000181751,1.5390154481375546
chr5,43486802,43515273,C5orf34,NM_198566,-,ENSG00000172244,0.6626879730752367
chr5,2752261,2755511,C5orf38,NM_178569,+,N/A,-inf
chr5,154198051,154230213,C5orf4,NM_032385,-,N/A,-inf
chr5,37106329,37249530,C5orf42,NM_023073,-,ENSG00000197603,1.8293763327993617
chr5,60453535,60458302,C5orf43,NM_001048249,-,N/A,-inf
chr5,64920557,64961954,C5orf44,NM_001243737,+,N/A,-inf
chr5,179264265,179285840,C5orf45,NM_016175,-,ENSG00000161010,1.9810014688665833
chr5,147272270,147286101,C5orf46,NM_206966,-,ENSG00000178776,0.28517894223366247
chr5,173416161,173433143,C5orf47,NM_001144954,+,ENSG00000185056,0.02955880224154443
chr5,125967413,125971974,C5orf48,NM_207408,+,ENSG00000196900,0.0
chr5,7830490,7851603,C5orf49,NM_001089584,-,ENSG00000215217,0.02955880224154443
chr5,41904469,41921738,C5orf51,NM_175921,+,ENSG00000205765,1.3428648031925547
chr5,157098560,157107162,C5orf52,NM_001145132,+,ENSG00000187658,0.009950330853168092
chr5,159820154,159827060,C5orf54,NM_022090,-,N/A,-inf
chr5,441642,443258,C5orf55,NM_138464,-,N/A,-inf
chr5,169659949,169673235,C5orf58,NM_001102609,+,N/A,-inf
chr5,179068557,179072047,C5orf60,NM_001142306,-,N/A,-inf
chr5,150157507,150176298,C5orf62,NM_032947,+,N/A,-inf
chr5,126378249,126409184,C5orf63,NM_001164479,-,ENSG00000164241,1.1505720275988207
chr5,60933635,61002362,C5orf64,NM_173667,+,N/A,-inf
chr5,138727634,138730885,C5orf65,NM_001161546,-,N/A,-inf
chr5,41142335,41261540,C6,NM_001115131,-,ENSG00000039537,0.1906203596086497
chr5,40909598,40983042,C7,NM_000587,+,ENSG00000112936,4.539884719289462
chr5,39284377,39364655,C9,NM_001737,-,ENSG00000113600,0.0
chr5,149599053,149669403,CAMK2A,NM_171825,-,ENSG00000070808,0.058268908123975824
chr5,110559946,110820748,CAMK4,NM_001744,+,ENSG00000152495,0.7227059828014898
chr5,134074169,134087850,CAMLG,NM_001745,+,ENSG00000164615,2.3263016196113617
chr5,179125929,179158639,CANX,NM_001746,+,ENSG00000127022,4.70093480797247
chr5,35904397,35938881,CAPSL,NM_144647,-,ENSG00000152611,0.009950330853168092
chr5,40841409,40855456,CARD6,NM_032587,+,ENSG00000132357,1.324418957401803
chr5,71014989,71016875,CARTPT,NM_004291,+,ENSG00000164326,0.37843643572024505
chr5,95997740,96110385,CAST,NM_001190442,+,ENSG00000153113,3.0096351787229825
chr5,134303595,134347397,CATSPER3,NM_178019,+,ENSG00000152705,0.0769610411361284
chr5,179105558,179107975,CBY3,NM_001164444,-,ENSG00000204659,0.08617769624105241
chr5,114602884,114632458,CCDC112,NM_001040440,-,ENSG00000164221,0.688134638736401
chr5,68576518,68616410,CCDC125,NM_176816,-,ENSG00000183323,0.6205764877251098
chr5,204874,218297,CCDC127,NM_145265,-,ENSG00000164366,1.085189268335969
chr5,42756919,42802539,CCDC152,NM_001134848,+,ENSG00000198865,0.8153648132841944
chr5,150560612,150603654,CCDC69,NM_015621,-,ENSG00000198624,3.393837027255863
chr5,169010637,169031781,CCDC99,NM_017785,+,N/A,-inf
chr5,43381599,43412488,CCL28,NM_148672,-,ENSG00000151882,0.14842000511827322
chr5,68462836,68474070,CCNB1,NM_031966,+,ENSG00000134057,2.3813962734183356
chr5,162864576,162872022,CCNG1,NM_004060,+,ENSG00000113328,3.3072529354856135
chr5,86690078,86708850,CCNH,NM_001239,-,ENSG00000134480,2.4740142086215764
chr5,132083136,132089856,CCNI2,NM_001039780,+,N/A,-inf
chr5,159678670,159739573,CCNJL,NM_024565,-,ENSG00000135083,0.20701416938432612
chr5,54526980,54529508,CCNO,NM_021147,-,ENSG00000152669,0.009950330853168092
chr5,10250281,10266501,CCT5,NM_012073,+,ENSG00000150753,4.779291546216706
chr5,140011312,140013286,CD14,NM_001040021,-,ENSG00000170458,1.0508216248317612
chr5,66478103,66492617,CD180,NM_005582,-,ENSG00000134061,0.1310282624064042
chr5,149781199,149792499,CD74,NM_004355,-,ENSG00000019582,2.6490076604684267
chr5,54408798,54469005,CDC20B,NM_001170402,-,N/A,-inf
chr5,137523336,137549032,CDC23,NM_004661,-,ENSG00000094880,2.4664031782234406
chr5,137620958,137667516,CDC25C,NM_001790,-,ENSG00000158402,0.688134638736401
chr5,130599701,130730382,CDC42SE2,NM_020240,+,ENSG00000158985,1.6544112780768316
chr5,24487208,24645085,CDH10,NM_006727,-,ENSG00000040731,0.23901690047049992
chr5,21750972,22853731,CDH12,NM_004061,-,ENSG00000154162,1.0885619528146082
chr5,19473154,19988353,CDH18,NM_004934,-,ENSG00000145526,0.47000362924573563
chr5,31193761,31329253,CDH6,NM_004932,+,ENSG00000113361,0.19885085874516517
chr5,26880708,27038689,CDH9,NM_016279,-,ENSG00000113100,0.20701416938432612
chr5,175969511,176022769,CDHR2,NM_001171976,+,ENSG00000074276,0.12221763272424911
chr5,68530621,68573257,CDK7,NM_001799,+,ENSG00000134058,2.299580583973747
chr5,133643691,133702765,CDKL3,NM_016508,-,ENSG00000006837,1.0715836162801904
chr5,133737755,133747598,CDKN2AIPNL,NM_080656,-,ENSG00000237190,1.9544450515051506
chr5,115140429,115152405,CDO1,NM_001801,-,ENSG00000129596,2.010894999144726
chr5,149546343,149564121,CDX1,NM_001804,+,ENSG00000113722,0.01980262729617973
chr5,68485374,68506184,CENPH,NM_022909,+,ENSG00000153044,1.0508216248317612
chr5,64813592,64858995,CENPK,NM_001267038,-,ENSG00000123219,1.235471471385307
chr5,122680578,122759286,CEP120,NM_153223,-,ENSG00000168944,2.065596134857783
chr5,612404,653666,CEP72,NM_018140,+,ENSG00000112877,0.3920420877760237
chr5,89689528,89705603,CETN3,NM_004365,-,ENSG00000153140,2.1102132003465894
chr5,98190907,98262238,CHD1,NM_001270,-,ENSG00000153922,2.4501426573516603
chr5,129240522,129522327,CHSY3,NM_175856,+,ENSG00000198108,0.22314355131420976
chr5,80529138,80562217,CKMT2,NM_001099735,+,ENSG00000131730,2.0554049638515948
chr5,157212750,157286183,CLINT1,NM_001195555,-,ENSG00000113282,2.702032128776647
chr5,178029664,178054054,CLK4,NM_020666,-,ENSG00000113240,2.2438960966453663
chr5,1317999,1345002,CLPTM1L,NM_030782,-,ENSG00000049656,2.949164637737656
chr5,175819455,175843570,CLTB,NM_007097,-,ENSG00000175416,3.8809450498572846
chr5,10277706,10308168,CMBL,NM_138809,-,ENSG00000164237,1.3056264580524357
chr5,78985658,79096049,CMYA5,NM_153610,+,ENSG00000164309,0.3148107398400336
chr5,179921416,180005353,CNOT6,NM_015455,+,ENSG00000113300,1.541159071680806
chr5,154238197,154256352,CNOT8,NM_004779,+,ENSG00000155508,2.715356776284648
chr5,177664616,178017556,COL23A1,NM_173465,-,ENSG00000050767,0.08617769624105241
chr5,74666927,74807806,COL4A3BP,NM_001130105,-,ENSG00000113163,2.542389085201363
chr5,115420726,115628978,COMMD10,NM_016144,+,ENSG00000145781,2.4150205223238337
chr5,85913783,85916583,COX7C,NM_001867,+,ENSG00000127184,5.03500265054455
chr5,173315330,173387313,CPEB4,NM_030627,+,ENSG00000113742,3.3769046890931107
chr5,175223609,175311023,CPLX2,NM_006650,+,ENSG00000145920,0.27763173659827955
chr5,172483354,172566291,CREBRF,NM_153607,+,ENSG00000164463,1.4724720573609429
chr5,76248679,76265299,CRHBP,NM_001882,+,ENSG00000145708,1.420695787837223
chr5,149432853,149492935,CSF1R,NM_005211,-,ENSG00000182578,0.6931471805599453
chr5,131409484,131411863,CSF2,NM_000758,+,ENSG00000164400,0.0
chr5,148874844,148931007,CSNK1A1,NM_001892,-,N/A,-inf
chr5,122847792,122952464,CSNK1G3,NM_001031812,+,ENSG00000151292,2.0215475632609334
chr5,138089106,138270723,CTNNA1,NM_001903,+,ENSG00000044115,4.324927042633309
chr5,10971951,11904110,CTNND2,NM_001332,-,ENSG00000169862,0.17395330712343798
chr5,126984712,126994322,CTXN3,NM_001048252,+,ENSG00000205279,0.0
chr5,64064754,64314590,CWC27,NM_005869,+,ENSG00000153015,1.5953389880545987
chr5,134906370,134914969,CXCL14,NM_004887,-,ENSG00000145824,0.009950330853168092
chr5,139028300,139062680,CXXC5,NM_016463,+,ENSG00000171604,1.4724720573609429
chr5,156693090,156822606,CYFIP2,NM_001037333,+,ENSG00000055163,3.1578511230304263
chr5,139554652,139623374,CYSTM1,NM_032412,+,ENSG00000120306,2.1656192379208883
chr5,39371775,39425335,DAB2,NM_001244871,-,ENSG00000153071,3.031099417391282
chr5,10679341,10761387,DAP,NM_004394,-,ENSG00000112977,1.7867469274045107
chr5,176883613,176900694,DBN1,NM_004395,-,ENSG00000113758,1.1378330018213911
chr5,112312406,112357892,DCP2,NM_001242377,+,ENSG00000172795,2.645465325910589
chr5,150088308,150138657,DCTN4,NM_016221,-,ENSG00000132912,2.7868613815264998
chr5,55033844,55112974,DDX4,NM_024415,+,ENSG00000152670,0.009950330853168092
chr5,176938577,176943967,DDX41,NM_016222,-,ENSG00000183258,3.2577118486533987
chr5,134094460,134166812,DDX46,NM_014829,+,ENSG00000145833,2.0215475632609334
chr5,59892738,59995993,DEPDC1B,NM_018369,-,ENSG00000035499,0.8544153281560676
chr5,79922044,79950800,DHFR,NM_000791,-,ENSG00000228716,1.7595805708638197
chr5,54552072,54603521,DHX29,NM_019030,-,ENSG00000067248,1.9810014688665833
chr5,140894587,140998622,DIAPH1,NM_001079812,-,ENSG00000131504,1.410986973710262
chr5,61684350,61699728,DIMT1,NM_014473,-,ENSG00000086189,1.8453002361560848
chr5,78293428,78365449,DMGDH,NM_013391,-,ENSG00000132837,0.9593502213346021
chr5,118407083,118584822,DMXL1,NM_005509,+,ENSG00000172869,2.248128907197987
chr5,13690436,13944589,DNAH5,NM_001369,-,ENSG00000039139,0.009950330853168092
chr5,138745891,138775214,DNAJC18,NM_152686,-,ENSG00000170464,1.3001916620664788
chr5,34929697,34959069,DNAJC21,NM_001012339,+,ENSG00000168724,2.0451088625993306
chr5,140050380,140053171,DND1,NM_194249,-,ENSG00000256453,0.058268908123975824
chr5,169064250,169510386,DOCK2,NM_004946,+,ENSG00000134516,0.5653138090500605
chr5,176928905,176937427,DOK3,NM_001144876,-,ENSG00000146094,0.23901690047049992
chr5,146770370,146889619,DPYSL3,NM_001197294,-,ENSG00000113657,2.341805806147327
chr5,174867674,174871163,DRD1,NM_000794,-,ENSG00000184845,0.0
chr5,31400601,31532282,DROSHA,NM_013235,-,ENSG00000113360,2.4706386779902956
chr5,118172568,118324240,DTWD2,NM_173666,-,ENSG00000169570,0.8109302162163288
chr5,172195092,172198203,DUSP1,NM_004417,-,ENSG00000120129,2.785628335747585
chr5,158122922,158526788,EBF1,NM_024007,-,ENSG00000164330,1.0612565021243408
chr5,138784244,138842320,ECSCR,NM_001077693,-,ENSG00000249751,1.3056264580524357
chr5,83238125,83680611,EDIL3,NM_005711,-,ENSG00000164176,0.6097655716208942
chr5,171621175,171630458,EFCAB9,NM_001171183,+,ENSG00000214360,0.009950330853168092
chr5,106712589,107006596,EFNA5,NM_001962,-,ENSG00000184349,1.1118575154181303
chr5,38258510,38465582,EGFLAM,NM_001205301,+,ENSG00000164318,0.9783261227936078
chr5,137801180,137805004,EGR1,NM_001964,+,ENSG00000120738,0.5653138090500605
chr5,176057682,176073642,EIF4E1B,NM_001099408,+,ENSG00000175766,0.0769610411361284
chr5,139927250,139929163,EIF4EBP3,NM_003732,+,ENSG00000243056,0.7030975114131134
chr5,95220801,95297775,ELL2,NM_012081,-,ENSG00000118985,0.47000362924573563
chr5,60047615,60140101,ELOVL7,NM_024930,-,ENSG00000164181,0.1823215567939546
chr5,49692030,49737234,EMB,NM_198449,-,ENSG00000170571,1.843719208158766
chr5,73923230,73937249,ENC1,NM_001256576,-,ENSG00000171617,2.341805806147327
chr5,111498314,111755010,EPB41L4A,NM_022140,-,ENSG00000129595,0.7466879474879753
chr5,96110187,96149848,ERAP1,NM_001198541,-,ENSG00000164307,1.9459101490553132
chr5,96211643,96255406,ERAP2,NM_022350,+,N/A,-inf
chr5,65222381,65376851,ERBB2IP,NM_018695,+,ENSG00000112851,2.3758355547336385
chr5,60169658,60240905,ERCC8,NM_000082,-,ENSG00000049167,1.6486586255873816
chr5,172261222,172379688,ERGIC1,NM_001031711,+,ENSG00000113719,3.5493299891638506
chr5,54273694,54281414,ESM1,NM_001135604,-,ENSG00000164283,0.506817602368452
chr5,137841781,137878989,ETF1,NM_004730,-,ENSG00000120705,3.044998514856909
chr5,443333,467409,EXOC3,NM_007277,+,ENSG00000180104,1.7698546338400052
chr5,176829138,176836577,F12,NM_000505,-,ENSG00000131187,0.01980262729617973
chr5,76011867,76031595,F2R,NM_001992,+,ENSG00000181104,1.5216989981260935
chr5,76114832,76131140,F2RL1,NM_005242,+,ENSG00000164251,0.0769610411361284
chr5,75911306,75919259,F2RL2,NM_004101,-,ENSG00000164220,0.22314355131420976
chr5,159614373,159665729,FABP6,NM_001130958,+,ENSG00000170231,0.06765864847381486
chr5,175875355,175937075,FAF2,NM_014613,+,ENSG00000113194,2.5079719227189963
chr5,14581890,14616287,FAM105A,NM_019018,+,ENSG00000145569,0.5306282510621704
chr5,14664782,14699842,FAM105B,NM_138348,+,ENSG00000154124,1.5623463049002497
chr5,153371268,153418497,FAM114A2,NM_018691,-,ENSG00000055147,2.179286876649552
chr5,16473146,16617167,FAM134B,NM_001034850,-,ENSG00000154153,0.4252677354043441
chr5,137273641,137368802,FAM13B,NM_001101801,-,ENSG00000031003,2.263844264677615
chr5,79783799,79838382,FAM151B,NM_205548,+,ENSG00000152380,0.4885800148186709
chr5,177150364,177207505,FAM153A,NM_173663,-,N/A,-inf
chr5,175490711,175541801,FAM153B,NM_001265615,+,N/A,-inf
chr5,63986134,64014017,FAM159B,NM_001164442,+,ENSG00000145642,0.0
chr5,74073398,74162663,FAM169A,NM_015566,-,ENSG00000198780,1.572773928062509
chr5,118965253,118971517,FAM170A,NM_182761,+,ENSG00000164334,0.03922071315328133
chr5,92953430,93447404,FAM172A,NM_032042,-,ENSG00000113391,2.0162354657760435
chr5,10225619,10250021,FAM173B,NR_047669,-,ENSG00000150756,2.4475508632442313
chr5,99871123,99922440,FAM174A,NM_198507,+,ENSG00000174132,1.998773638612381
chr5,176946789,176981548,FAM193B,NR_024019,-,ENSG00000146067,1.6428726885203377
chr5,169290718,169407744,FAM196B,NM_001129891,-,ENSG00000204767,0.10436001532424286
chr5,137673223,137685418,FAM53C,NM_001135647,+,ENSG00000120709,2.0881534822818573
chr5,156589343,156593279,FAM71B,NM_130899,-,ENSG00000170613,0.009950330853168092
chr5,94727047,94786144,FAM81B,NM_152548,+,N/A,-inf
chr5,7859271,7869150,FASTKD3,NR_036553,-,ENSG00000124279,1.5789787049493917
chr5,150883652,150948505,FAT2,NM_001447,-,ENSG00000086570,0.02955880224154443
chr5,127593600,127873735,FBN2,NM_001999,-,ENSG00000138829,3.788951007838152
chr5,107194733,107717799,FBXL17,NM_001163315,-,ENSG00000145743,1.5325568680981427
chr5,135266005,135277367,FBXL21,NM_012159,+,ENSG00000164616,1.547562508716013
chr5,15500304,15939900,FBXL7,NM_012304,+,ENSG00000183580,1.6389967146756448
chr5,147763545,147822399,FBXO38,NM_030793,+,ENSG00000145868,2.653241964607215
chr5,41925355,41935185,FBXO4,NM_033484,+,ENSG00000151876,1.3912819026309295
chr5,171288555,171433877,FBXW11,NM_012300,-,ENSG00000072803,2.5392369943330477
chr5,72251807,72386349,FCHO2,NM_001146032,+,ENSG00000157107,1.1568811967920856
chr5,141018868,141030986,FCHSD1,NM_033449,-,ENSG00000197948,1.2584609896100056
chr5,114856607,114880591,FEM1C,NM_020177,-,ENSG00000145780,1.0647107369924282
chr5,108083522,108523373,FER,NM_005246,+,ENSG00000151422,1.8718021769015913
chr5,141971742,142077635,FGF1,NM_001257205,-,ENSG00000113578,0.12221763272424911
chr5,44305096,44388784,FGF10,NM_004465,-,ENSG00000070193,0.23111172096338664
chr5,170846666,170884630,FGF18,NM_003862,+,ENSG00000156427,0.04879016416943205
chr5,176513920,176525126,FGFR4,NM_002011,+,ENSG00000160867,3.078693794268338
chr5,180034752,180076624,FLT4,NM_002020,-,ENSG00000037280,1.0473189942805592
chr5,156768606,156772729,FNDC9,NM_001001343,-,ENSG00000172568,0.36464311358790924
chr5,130977406,131132756,FNIP1,NM_001008738,-,ENSG00000217128,1.7439688053917064
chr5,72742084,72744352,FOXD1,NM_004472,-,N/A,-inf
chr5,169532916,169536729,FOXI1,NM_012188,+,ENSG00000168269,0.0
chr5,52776263,52782304,FST,NM_006350,+,ENSG00000134363,0.43178241642553783
chr5,132532151,132948223,FSTL4,NM_015082,-,ENSG00000053108,0.16551443847757333
chr5,121187649,121188523,FTMT,NM_177478,+,ENSG00000181867,0.0
chr5,39105353,39270759,FYB,NM_001243093,-,ENSG00000082074,0.2468600779315258
chr5,151151475,151184915,G3BP1,NM_005754,+,ENSG00000145907,2.9882040071331994
chr5,161274196,161326965,GABRA1,NM_000806,+,ENSG00000022355,0.058268908123975824
chr5,161112657,161129598,GABRA6,NM_000811,+,ENSG00000145863,0.0
chr5,160715435,160975130,GABRB2,NM_000813,-,ENSG00000145864,0.058268908123975824
chr5,161494647,161582545,GABRG2,NM_198904,+,ENSG00000113327,0.01980262729617973
chr5,170210722,170241050,GABRP,NM_014211,+,ENSG00000094755,0.01980262729617973
chr5,153570294,153800543,GALNT10,NM_198321,+,ENSG00000164574,1.5238800240724537
chr5,57787329,57792185,GAPT,NM_152687,+,ENSG00000175857,0.04879016416943205
chr5,74323288,74326724,GCNT4,NM_016591,-,ENSG00000176928,0.28517894223366247
chr5,132196877,132200477,GDF9,NM_005260,-,ENSG00000164404,0.13976194237515863
chr5,37812778,37839782,GDNF,NM_000514,-,ENSG00000168621,0.01980262729617973
chr5,154266975,154317776,GEMIN5,NM_001252156,-,ENSG00000082516,1.551808799597464
chr5,74017030,74063042,GFM2,NM_032380,-,ENSG00000164347,2.747270914255491
chr5,179727699,179780315,GFPT2,NM_005110,-,ENSG00000131459,0.3364722366212129
chr5,137588068,137610253,GFRA3,NM_001496,-,ENSG00000146013,0.5538851132264376
chr5,42423876,42721980,GHR,NM_000163,+,ENSG00000112964,1.4350845252893227
chr5,102421703,102455842,GIN1,NM_017676,-,ENSG00000145723,1.6154199841116479
chr5,151202073,151304397,GLRA1,NM_001146040,-,ENSG00000145888,0.02955880224154443
chr5,95149552,95158577,GLRX,NM_002064,-,ENSG00000173221,2.469793011977952
chr5,150632612,150649953,GM2A,NM_001167607,+,ENSG00000196743,2.753023566744941
chr5,180663927,180670906,GNB2L1,NM_006098,-,ENSG00000204628,6.227366364520854
chr5,141380233,141392620,GNPDA1,NM_005471,-,ENSG00000113552,2.9030685886905716
chr5,32124823,32174425,GOLPH3,NM_022130,-,ENSG00000113384,2.2512917986064953
chr5,56469774,56560506,GPBP1,NM_022913,+,ENSG00000062194,3.201526186533088
chr5,94955979,94957284,GPR150,NM_199243,+,ENSG00000178015,0.01980262729617973
chr5,145894416,145895676,GPR151,NM_194251,-,ENSG00000173250,0.01980262729617973
chr5,89854616,90460033,GPR98,NR_003149,+,ENSG00000164199,1.7316555451583497
chr5,176022802,176037131,GPRIN1,NM_052899,-,ENSG00000169258,0.41871033485818504
chr5,150399998,150408554,GPX3,NM_002084,+,ENSG00000211445,2.372111155642656
chr5,54455983,54463129,GPX8,NM_001008397,+,ENSG00000164294,2.28949985344539
chr5,125695787,125829853,GRAMD3,NM_001146319,+,ENSG00000155324,0.5538851132264376
chr5,152870083,153193429,GRIA1,NM_000827,+,ENSG00000155511,0.34358970439007686
chr5,176853686,176869850,GRK6,NM_001004106,+,ENSG00000198055,1.601405740736836
chr5,178405329,178422124,GRM6,NM_000843,-,ENSG00000113262,0.0769610411361284
chr5,148724976,148734146,GRPEL2,NM_152407,+,ENSG00000164284,1.2725655957915476
chr5,145239295,145252531,GRXCR2,NM_001080516,-,ENSG00000204928,0.0
chr5,70330950,70363497,GTF2H2,NM_001515,-,ENSG00000145736,1.6054298910365616
chr5,68856050,68888729,GTF2H2C,NM_001098728,+,ENSG00000183474,2.081938421878423
chr5,68856073,68888352,GTF2H2D,NM_001042490,+,N/A,-inf
chr5,54398473,54406080,GZMA,NM_006144,+,ENSG00000145649,0.0769610411361284
chr5,54320106,54329960,GZMK,NM_002104,+,ENSG00000113088,0.0
chr5,134670070,134735577,H2AFY,NM_004893,-,ENSG00000113648,3.386083743852107
chr5,153854531,153857824,HAND1,NM_004821,-,ENSG00000113196,0.1570037488096647
chr5,82934016,83016896,HAPLN1,NM_001884,-,ENSG00000145681,0.01980262729617973
chr5,140053489,140071312,HARS,NM_001258042,-,ENSG00000170445,2.7555697170701863
chr5,140071017,140078890,HARS2,NM_012208,+,ENSG00000112855,2.329227023940467
chr5,156456530,156485970,HAVCR1,NM_001173393,-,ENSG00000113249,0.06765864847381486
chr5,156512842,156536248,HAVCR2,NM_032782,-,ENSG00000135077,0.9001613499442714
chr5,139712427,139726188,HBEGF,NM_001945,-,ENSG00000113070,0.3148107398400336
