chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr8,11660189,11696818,FDFT1,NM_004462,+,ENSG00000079459,5.938248352500657
chr8,124864226,125132302,FER1L6,NM_001039112,+,N/A,-inf
chr8,21900427,21906319,FGF17,NM_003867,+,ENSG00000158815,0.5596157879354227
chr8,16850333,16859674,FGF20,NM_019851,-,ENSG00000078579,0.0
chr8,38268655,38326352,FGFR1,NM_023110,-,ENSG00000077782,4.549868870203002
chr8,17721899,17753047,FGL1,NM_004467,-,ENSG00000104760,4.684720464746101
chr8,42911441,42940932,FNTA,NM_002027,+,ENSG00000168522,3.656356262408376
chr8,145699114,145701718,FOXH1,NM_003923,-,ENSG00000160973,0.11332868530700327
chr8,33228343,33330664,FUT10,NM_032664,-,ENSG00000172728,2.3942522815198695
chr8,28351721,28431785,FZD3,NM_145866,+,ENSG00000104290,1.631199404215613
chr8,104310660,104345094,FZD6,NM_001164615,+,ENSG00000164930,2.295560478057081
chr8,11561716,11617509,GATA4,NM_002052,+,ENSG00000136574,3.711130063048756
chr8,75262617,75279335,GDAP1,NM_018972,+,ENSG00000104381,2.7459880404426023
chr8,97154557,97173020,GDF6,NM_001001557,-,ENSG00000156466,0.0
chr8,95261484,95274547,GEM,NM_005261,-,ENSG00000164949,0.1310282624064042
chr8,21549529,21646346,GFRA2,NM_001495,-,ENSG00000168546,0.0
chr8,63927638,63951610,GGH,NM_003878,-,ENSG00000137563,4.372355014977151
chr8,41386724,41402565,GINS4,NM_032336,+,ENSG00000147536,3.09874002362822
chr8,144349606,144359101,GLI4,NM_138465,+,N/A,-inf
chr8,143916216,143928262,GML,NM_002066,+,ENSG00000104499,0.0
chr8,25276773,25282556,GNRH1,NM_001083111,-,ENSG00000147437,1.2612978709452054
chr8,41348080,41368499,GOLGA7,NM_016099,+,ENSG00000147533,3.77413929806476
chr8,37791799,37797647,GOT1L1,NM_152413,-,ENSG00000169154,0.0
chr8,145137523,145141119,GPAA1,NM_003801,+,ENSG00000197858,3.48584485572244
chr8,144295067,144299044,GPIHBP1,NM_178172,+,ENSG00000182851,-inf
chr8,37654400,37701504,GPR124,NM_032777,+,ENSG00000020181,0.12221763272424911
chr8,142366586,142377365,GPR20,NM_005293,-,ENSG00000204882,0.0
chr8,145729464,145732555,GPT,NM_005309,+,ENSG00000167701,1.9685099809725544
chr8,102504667,102681952,GRHL2,NM_024915,+,ENSG00000083307,0.0
chr8,145064225,145067583,GRINA,NM_000837,+,ENSG00000178719,4.3400320779712045
chr8,130760441,130799134,GSDMC,NM_031415,-,ENSG00000147697,0.0
chr8,144635556,144645231,GSDMD,NM_001166237,+,ENSG00000104518,3.475376779836407
chr8,30535579,30585486,GSR,NM_001195102,-,ENSG00000104687,4.782730425680335
chr8,30436030,30515738,GTF2E2,NM_002095,-,ENSG00000197265,3.3024814087229974
chr8,122625270,122653630,HAS2,NM_005328,-,ENSG00000170961,0.0
chr8,145202918,145268368,HEATR7A,NM_001099281,+,N/A,-inf
chr8,80676244,80680098,HEY1,NM_001040708,-,ENSG00000164683,0.5709795465857378
chr8,42995591,43057970,HGSNAT,NM_152419,+,ENSG00000165102,2.6490076604684267
chr8,133073732,133117512,HHLA1,NM_001145095,-,ENSG00000132297,0.0
chr8,28747910,28910242,HMBOX1,NM_001135726,+,ENSG00000147421,2.851284369188118
chr8,76452202,76479061,HNF4G,NM_004133,+,ENSG00000164749,2.614471854142644
chr8,42752032,42885682,HOOK3,NM_032410,+,ENSG00000168172,2.915064370486536
chr8,21971931,21988565,HR,NM_018411,-,ENSG00000168453,0.28517894223366247
chr8,99114566,99129418,HRSP12,NM_005836,-,ENSG00000132541,3.750914845033389
chr8,145515269,145538385,HSF1,NM_005526,+,ENSG00000185122,3.836221292011864
chr8,38831667,38846181,HTRA4,NM_153692,+,ENSG00000169495,0.0
chr8,39771327,39786309,IDO1,NM_002164,+,ENSG00000131203,0.0
chr8,39792473,39873910,IDO2,NM_194294,+,ENSG00000188676,0.0
chr8,42128819,42190171,IKBKB,NM_001556,+,ENSG00000104365,3.011605622710281
chr8,79645006,79717758,IL7,NM_001199888,-,ENSG00000104432,1.3762440252663892
chr8,82569150,82598589,IMPA1,NM_001144878,-,ENSG00000133731,3.0506938316279655
chr8,57870487,57906430,IMPAD1,NM_017813,-,ENSG00000104331,3.125443880075648
chr8,19674917,19709586,INTS10,NM_018142,+,ENSG00000104613,4.2104966389581255
chr8,95835533,95892721,INTS8,NM_017864,+,ENSG00000164941,3.420346200500916
chr8,28625174,28747698,INTS9,NM_018250,-,ENSG00000104299,2.757475084429733
chr8,75146938,75233562,JPH1,NM_020647,-,ENSG00000104369,0.0
chr8,143738873,143751401,JRK,NM_003724,-,ENSG00000234616,2.2617630984737906
chr8,41786996,41909505,KAT6A,NM_001099413,-,ENSG00000083168,2.8707357833793057
chr8,1922043,1955109,KBTBD11,NM_014867,+,ENSG00000176595,0.0
chr8,73449625,73850584,KCNB2,NM_004770,+,ENSG00000182674,0.0
chr8,140624803,140715299,KCNK9,NM_016601,-,ENSG00000169427,0.0
chr8,133133104,133493004,KCNQ3,NM_004519,-,ENSG00000184156,0.0
chr8,99439249,99443023,KCNS2,NM_020697,+,ENSG00000156486,0.0
chr8,36641841,36793643,KCNU1,NM_001031836,+,ENSG00000215262,0.0
chr8,110979232,110986959,KCNV1,NM_014379,-,ENSG00000164794,0.0
chr8,25285363,25315984,KCTD9,NM_017634,-,ENSG00000104756,3.1826266921930797
chr8,136469715,136659848,KHDRBS3,NM_006558,+,ENSG00000131773,3.5868467285487844
chr8,48173488,48648563,KIAA0146,NM_001080394,+,N/A,-inf
chr8,126036502,126104061,KIAA0196,NM_014846,-,ENSG00000164961,2.937043277205311
chr8,95523205,95565746,KIAA1429,NM_183009,-,ENSG00000164944,3.3484995926617063
chr8,12803182,12887284,KIAA1456,NM_020844,+,ENSG00000250305,0.0
chr8,22462144,22477983,KIAA1967,NR_033902,+,N/A,-inf
chr8,28924794,29120610,KIF13B,NM_015254,-,ENSG00000197892,2.6210388241125804
chr8,145691737,145699499,KIFC2,NM_145754,+,ENSG00000167702,2.341805806147327
chr8,103661004,103667983,KLF10,NM_005655,-,ENSG00000155090,2.4527277514237653
chr8,124657914,124665190,KLHL38,NM_001081675,-,ENSG00000175946,0.0
chr8,71549500,71581447,LACTB2,NM_016027,-,ENSG00000147592,2.8495497633759097
chr8,98787808,98864830,LAPTM4B,NM_018407,+,ENSG00000104341,4.479380179929792
chr8,29952921,29965587,LEPROTL1,NM_015344,+,ENSG00000104660,3.781002742989742
chr8,38243958,38266062,LETM2,NM_144652,+,ENSG00000165046,1.2584609896100056
chr8,22004342,22014344,LGI3,NM_139278,-,ENSG00000168481,0.16551443847757333
chr8,12168470,12175825,LOC100133267,NM_001195257,-,N/A,-inf
chr8,12579405,12612992,LONRF1,NM_152271,-,ENSG00000154359,3.1166215908294443
chr8,23154409,23261722,LOXL2,NM_002318,-,ENSG00000134013,0.3576744442718159
chr8,19796581,19824770,LPL,NM_000237,+,ENSG00000175445,0.0
chr8,105501458,105601252,LRP12,NM_013437,-,ENSG00000147650,0.883767540168595
chr8,145743362,145750559,LRRC14,NM_014665,+,ENSG00000160959,2.1826747963214883
chr8,145747760,145752416,LRRC24,NM_001024678,-,ENSG00000254402,0.8415671856782188
chr8,133584446,133687813,LRRC6,NM_012472,-,ENSG00000129295,0.3852624007906449
chr8,92114846,92231464,LRRC69,NM_001129890,+,ENSG00000214954,0.8671004876833833
chr8,86019322,86058314,LRRCC1,NM_033402,+,ENSG00000133739,2.0028304393079956
chr8,38020838,38034248,LSM1,NM_014462,-,ENSG00000175324,3.4232849781261603
chr8,143866297,143868008,LY6D,NM_003695,-,ENSG00000167656,1.3711807233098425
chr8,144099901,144103827,LY6E,NM_001127213,+,ENSG00000160932,4.0347714706871995
chr8,144239330,144242053,LY6H,NM_001130478,-,ENSG00000176956,0.0
chr8,143781528,143785584,LY6K,NM_001160355,+,ENSG00000160886,0.0
chr8,74903563,74941307,LY96,NM_015364,+,ENSG00000154589,0.712949807856125
chr8,56792385,56925006,LYN,NM_001111097,+,ENSG00000254087,1.916922612182061
chr8,143852614,143859640,LYNX1,NM_177457,-,ENSG00000180155,0.9555114450274363
chr8,143831627,143833952,LYPD2,NM_205545,-,ENSG00000197353,0.0
chr8,54958937,55014577,LYPLA1,NM_006330,-,ENSG00000120992,4.308245532169378
chr8,20103675,20112803,LZTS1,NM_021020,-,ENSG00000061337,0.06765864847381486
chr8,145159304,145162515,MAF1,NM_032272,+,ENSG00000179632,4.2250803842111555
chr8,144510229,144512602,MAFA,NM_201589,-,ENSG00000182759,0.0
chr8,33342684,33358778,MAK16,NM_032509,+,ENSG00000198042,3.011113375592293
chr8,120220609,120257914,MAL2,NM_052886,+,ENSG00000147676,4.758577732617404
chr8,144798506,144804633,MAPK15,NM_139021,+,ENSG00000181085,0.12221763272424911
chr8,98881310,99048946,MATN2,NM_002380,+,ENSG00000132561,0.5596157879354227
chr8,29989186,30002200,MBOAT4,NM_001100916,-,ENSG00000177669,1.0331844833456545
chr8,48872762,48890719,MCM4,NM_005914,+,ENSG00000104738,5.11883178457329
chr8,67782983,67834283,MCMDC2,NM_173518,+,ENSG00000178460,0.01980262729617973
chr8,6264112,6501140,MCPH1,NM_024596,+,ENSG00000147316,2.613006652415316
chr8,118532964,118552501,MED30,NM_080651,+,ENSG00000164758,2.787477334733532
chr8,8641998,8751131,MFHAS1,NM_004225,-,ENSG00000147324,2.626840145676667
chr8,145734551,145736589,MFSD3,NM_138431,+,ENSG00000167700,3.0106208860477417
chr8,89049459,89339717,MMP16,NM_005941,-,ENSG00000156103,0.0
chr8,57025500,57026541,MOS,NM_005372,-,ENSG00000172680,0.0
chr8,121408082,121457647,MRPL13,NM_014078,-,ENSG00000172172,4.34536265030229
chr8,55047780,55061074,MRPL15,NM_014175,+,ENSG00000137547,4.402441819416474
chr8,80831094,80942506,MRPS28,NM_014018,-,ENSG00000147586,4.312408567793012
chr8,72753776,72756731,MSC,NM_005098,-,ENSG00000178860,0.0
chr8,15965386,16050300,MSR1,NM_138716,-,ENSG00000038945,0.0
chr8,9911829,10286401,MSRA,NM_012331,+,ENSG00000175806,1.8855533485144158
chr8,121457665,121535875,MTBP,NM_022045,+,ENSG00000172167,2.1234584270966104
chr8,98656406,98742488,MTDH,NM_178812,+,ENSG00000147649,4.3410744233424525
chr8,97251644,97273796,MTERFD1,NM_015942,-,ENSG00000156469,2.7656899805486246
chr8,66556887,66620573,MTFR1,NM_001145839,+,ENSG00000066855,3.72834052299485
chr8,17154305,17271040,MTMR7,NM_004686,-,ENSG00000003987,0.0
chr8,11141999,11185654,MTMR9,NM_015458,+,ENSG00000104643,1.3887912413184778
chr8,125563027,125740730,MTSS1,NM_014751,-,ENSG00000170873,3.267284964075888
chr8,17501302,17658426,MTUS1,NM_001001925,-,ENSG00000129422,3.8375149532530846
chr8,67474409,67525480,MYBL1,NM_001080416,-,ENSG00000185697,1.824549292051046
chr8,128748314,128753680,MYC,NM_002467,+,ENSG00000136997,4.869532453118255
chr8,1993157,2093380,MYOM2,NM_003970,+,ENSG00000036448,0.10436001532424286
chr8,144656954,144660513,NAPRT1,NM_145201,-,ENSG00000147813,1.7316555451583497
chr8,18027970,18081198,NAT1,NM_001160179,+,ENSG00000171428,1.7439688053917064
chr8,18248754,18258723,NAT2,NM_000015,+,ENSG00000156006,0.27763173659827955
chr8,90945563,90996899,NBN,NM_002485,-,ENSG00000104320,3.2406373166497136
chr8,102698769,103137135,NCALD,NM_001040630,-,ENSG00000104490,0.02955880224154443
chr8,71024266,71316020,NCOA2,NM_006540,-,ENSG00000140396,2.9030685886905716
chr8,134249413,134309547,NDRG1,NM_001135242,-,ENSG00000104419,3.3170908723651555
chr8,96037213,96070944,NDUFAF6,NM_152416,+,ENSG00000156170,3.031099417391282
chr8,125551342,125562227,NDUFB9,NM_005005,+,ENSG00000147684,5.403127730900382
chr8,91803920,91971630,NECAB1,NM_022351,+,ENSG00000123119,0.0
chr8,24808468,24814131,NEFL,NM_006158,-,N/A,-inf
chr8,24771273,24776606,NEFM,NM_005382,+,ENSG00000104722,0.0
chr8,11627171,11644854,NEIL2,NM_001135748,+,ENSG00000154328,2.1564025828159643
chr8,99204386,99306621,NIPAL2,NM_024759,-,ENSG00000104361,1.55814461804655
chr8,63161500,63903628,NKAIN3,NM_173688,+,ENSG00000185942,0.0
chr8,23559963,23564111,NKX2-6,NM_001136271,-,ENSG00000180053,0.0
chr8,23536205,23540450,NKX3-1,NM_006167,-,ENSG00000167034,2.0769384114617173
chr8,41503828,41504878,NKX6-3,NM_152568,-,ENSG00000165066,0.0
chr8,120428551,120436678,NOV,NM_002514,+,ENSG00000136999,0.03922071315328133
chr8,53852467,53853454,NPBWR1,NM_005285,+,ENSG00000183729,0.0
chr8,21882353,21894408,NPM2,NM_182795,+,ENSG00000158806,3.3690184832979204
chr8,144915754,144923146,NRBP2,NM_178564,-,ENSG00000185189,1.9768549529047348
chr8,31497267,32600770,NRG1,NM_013962,+,ENSG00000157168,0.8020015854720274
chr8,59496063,59572404,NSMAF,NM_003580,-,ENSG00000035681,2.8803214220426634
chr8,126104082,126379367,NSMCE2,NM_173685,+,ENSG00000156831,2.8831233291713367
chr8,110253147,110346350,NUDCD1,NM_032869,-,ENSG00000120526,3.2363227384719213
chr8,21964382,21966932,NUDT18,NM_024815,-,ENSG00000173566,-inf
chr8,27879480,27941388,NUGGC,NM_001010906,-,ENSG00000189233,0.30748469974796055
chr8,133036466,133071627,OC90,NM_001080399,-,ENSG00000253117,0.0
chr8,103563847,103573245,ODF1,NM_024410,+,ENSG00000155087,0.0
chr8,145106166,145115584,OPLAH,NM_017570,-,ENSG00000178814,2.740840023925201
chr8,54138275,54164194,OPRK1,NM_000912,-,ENSG00000082556,0.0
chr8,90914095,90940095,OSGIN2,NM_004337,+,ENSG00000164823,2.0255131996542803
chr8,99956630,99964326,OSR2,NM_001142462,+,ENSG00000164920,1.1939224684724346
chr8,92082423,92099323,OTUD6B,NM_016023,+,ENSG00000155100,2.336019869080283
chr8,107282405,107764921,OXR1,NM_001198533,+,ENSG00000164830,3.224857896545748
chr8,101715143,101734315,PABPC1,NM_002568,-,ENSG00000070756,6.933881010508291
chr8,81880045,82024303,PAG1,NM_018440,-,ENSG00000076641,0.32930374714260047
chr8,145051319,145060635,PARP10,NM_032789,-,ENSG00000178685,2.740194654428777
chr8,27667137,27695349,PBK,NM_018492,-,ENSG00000168078,3.70721041079866
chr8,17780365,17887457,PCM1,NM_006197,+,ENSG00000078674,4.751950917196286
chr8,52730139,52811735,PCMTD1,NM_052937,-,ENSG00000168300,2.747270914255491
chr8,66626568,66753969,PDE7A,NM_001242318,-,ENSG00000205268,2.495681722955959
chr8,17433941,17500642,PDGFRL,NM_006207,+,ENSG00000104213,1.4036429994545037
chr8,22436253,22451810,PDLIM2,NM_021630,+,ENSG00000120913,3.42816382989197
chr8,94929082,94938296,PDP1,NM_018444,+,ENSG00000164951,1.1568811967920856
chr8,22570764,22785421,PEBP4,NM_144962,-,ENSG00000134020,0.0
chr8,57353512,57359282,PENK,NM_001135690,-,ENSG00000181195,0.0
chr8,77892493,77913280,PEX2,NM_001172087,-,ENSG00000164751,3.2272407411998283
chr8,133787603,133861052,PHF20L1,NM_016018,+,ENSG00000129292,2.731766727719526
chr8,22077215,22089851,PHYHIP,NM_014759,-,ENSG00000168490,0.3576744442718159
chr8,75736771,75767264,PI15,NM_015886,+,ENSG00000137558,0.0
chr8,10622883,10697299,PINX1,NM_017884,-,ENSG00000254093,2.8148097376737438
chr8,22132809,22213584,PIWIL2,NM_018068,+,ENSG00000197181,0.27763173659827955
chr8,110374705,110543500,PKHD1L1,NM_177531,+,ENSG00000205038,0.506817602368452
chr8,79428335,79517502,PKIA,NM_006823,+,ENSG00000171033,0.0
chr8,57073467,57123859,PLAG1,NM_001114634,-,ENSG00000181690,1.6582280766035324
chr8,42032235,42065194,PLAT,NM_000930,-,ENSG00000104368,0.35065687161316933
chr8,144989320,145050913,PLEC,NM_000445,-,ENSG00000178209,3.019448800171307
chr8,38758752,38831430,PLEKHA2,NM_021623,+,ENSG00000169499,1.7119945007591924
chr8,96145948,96168913,PLEKHF2,NM_024613,+,ENSG00000175895,1.9754689512968577
chr8,82352563,82359719,PMP2,NM_002677,-,ENSG00000147588,0.0
chr8,26362195,26371483,PNMA2,NM_007257,-,ENSG00000240694,0.0
chr8,28174648,28200868,PNOC,NM_006228,+,ENSG00000168081,0.0
chr8,42195972,42229331,POLB,NM_002690,+,ENSG00000070501,3.849721979230767
chr8,101162838,101166230,POLR2K,NM_005034,+,ENSG00000147669,3.829510583853682
chr8,22102618,22108680,POLR3D,NM_001722,+,ENSG00000168495,3.441379171294987
chr8,99129520,99172069,POP1,NM_001145861,+,ENSG00000104356,2.479894107964456
chr8,43147584,43218328,POTEA,NM_001005365,+,N/A,-inf
chr8,128427856,128429441,POU5F1B,NM_001159542,+,ENSG00000212993,0.0
chr8,38122257,38126738,PPAPDC1B,NM_032483,-,ENSG00000147535,3.6788291182604347
chr8,145722108,145727504,PPP1R16A,NM_032902,+,ENSG00000160972,4.127940511650616
chr8,8993763,9009152,PPP1R3B,NM_001201329,-,ENSG00000173281,0.0
chr8,67900366,67940786,PPP1R42,NM_001013626,-,ENSG00000178125,0.0
chr8,30643125,30670352,PPP2CB,NM_001009552,-,ENSG00000104695,4.072439726834051
chr8,26149006,26230195,PPP2R2A,NM_002717,+,ENSG00000221914,3.5539184686798193
chr8,22298482,22398657,PPP3CC,NM_001243975,+,ENSG00000120910,1.9878743481543455
chr8,70963885,70983562,PRDM14,NM_024504,-,ENSG00000147596,0.0
chr8,68864602,69143897,PREX2,NM_024870,+,ENSG00000046889,0.0
chr8,48685668,48872743,PRKDC,NM_001081640,-,ENSG00000253729,4.79123472906088
chr8,37620100,37637286,PROSC,NM_007198,+,ENSG00000147471,3.833628938000134
chr8,10383055,10411676,PRSS55,NM_001197020,+,ENSG00000184647,0.0
chr8,143751725,143764145,PSCA,NR_033343,+,ENSG00000167653,0.0
chr8,18384812,18871196,PSD3,NM_015310,-,ENSG00000156011,1.7526720805200082
chr8,87060690,87081851,PSKH2,NM_033126,-,N/A,-inf
chr8,97274166,97346774,PTDSS1,NM_014754,+,ENSG00000156471,4.585375558659912
chr8,141668480,142011412,PTK2,NM_153831,-,ENSG00000169398,4.061649179383958
chr8,27168998,27316908,PTK2B,NM_173174,+,ENSG00000120899,0.9895411936137477
chr8,142432006,142441620,PTP4A3,NM_007079,+,ENSG00000184489,2.667922410011431
chr8,144898546,144911537,PUF60,NM_078480,-,ENSG00000179950,4.607966273290093
chr8,30853320,30891231,PURG,NM_001015508,-,ENSG00000172733,0.0
chr8,52232136,52722005,PXDNL,NM_144651,-,N/A,-inf
chr8,144686082,144691784,PYCRL,NM_023078,-,ENSG00000104524,2.0451088625993306
chr8,23145611,23153792,R3HCC1,NM_001136108,+,ENSG00000104679,3.125443880075648
chr8,37716464,37757015,RAB11FIP1,NM_025151,-,ENSG00000156675,2.689886230474539
chr8,61429468,61536203,RAB2A,NM_002865,+,ENSG00000104388,4.140114296466289
chr8,117858172,117887105,RAD21,NM_006265,-,ENSG00000164754,4.709620287344555
chr8,95439939,95487343,RAD54B,NM_001205262,-,ENSG00000197275,2.052840859882657
chr8,85095452,85834078,RALYL,NM_001100392,+,ENSG00000184672,0.0
chr8,53535017,53627026,RB1CC1,NM_014781,-,ENSG00000023287,2.9101743851923443
chr8,94743730,94753224,RBM12B,NM_203390,-,ENSG00000183808,2.830267833826459
chr8,30241943,30429734,RBPMS,NM_001008710,+,ENSG00000157110,3.573468602602609
chr8,74206836,74237520,RDH10,NM_172037,+,ENSG00000121039,2.75429745226753
chr8,145736666,145743210,RECQL4,NM_004260,-,ENSG00000160957,4.264790324535862
chr8,21995532,21999448,REEP4,NM_025232,-,ENSG00000168476,3.4818552846796096
chr8,86758550,86789306,REXO1L1,NM_172239,-,N/A,-inf
chr8,54764367,54871863,RGS20,NM_170587,+,ENSG00000147509,0.6418538861723947
chr8,100973275,101118344,RGS22,NM_015668,-,ENSG00000132554,0.0
chr8,22844929,22877710,RHOBTB2,NM_001160036,+,ENSG00000008853,2.413231613081109
chr8,144451024,144466390,RHPN1,NM_052924,+,ENSG00000158106,0.8329091229351039
chr8,104512975,105266656,RIMS2,NM_001100117,+,ENSG00000176406,0.0
chr8,90769974,90803292,RIPK2,NM_003821,+,ENSG00000104312,2.519308076505333
chr8,33405272,33424643,RNF122,NM_024787,-,ENSG00000133874,1.5390154481375546
chr8,125487007,125500859,RNF139,NM_007218,+,ENSG00000170881,3.1036894150590832
chr8,42708437,42751866,RNF170,NM_001160223,-,ENSG00000120925,2.847812143477369
chr8,101269287,101322379,RNF19A,NM_183419,-,ENSG00000034677,3.221671912170202
chr8,55528626,55543394,RP1,NM_006269,+,ENSG00000104237,0.0
chr8,10463859,10512617,RP1L1,NM_178857,-,ENSG00000183638,0.0
chr8,99053937,99057818,RPL30,NM_000989,-,ENSG00000156482,7.175734519158049
chr8,74202873,74205869,RPL7,NM_000971,-,ENSG00000147604,7.125226774558891
chr8,146015153,146017805,RPL8,NM_000973,-,ENSG00000161016,7.264667194840806
chr8,56985367,56987140,RPS20,NM_001023,-,ENSG00000008988,7.007283821697038
chr8,103216728,103251346,RRM2B,NM_001172478,-,ENSG00000048392,2.920469789053444
chr8,67341262,67342968,RRS1,NM_015169,+,ENSG00000179041,3.7857792788538958
chr8,108911543,109095913,RSPO2,NM_178565,-,ENSG00000147655,0.0
chr8,92967194,93115454,RUNX1T1,NM_175634,-,ENSG00000079102,0.0
chr8,119201694,119634184,SAMD12,NM_001101676,-,ENSG00000177570,0.0
chr8,73976777,74005507,SBSPON,NM_153225,-,ENSG00000164764,0.0
chr8,27491576,27534286,SCARA3,NM_182826,+,ENSG00000168077,3.092858984284714
chr8,27727398,27850369,SCARA5,NM_173833,-,ENSG00000168079,0.0
chr8,144873089,144897549,SCRIB,NM_182706,-,ENSG00000180900,3.9594789465844413
chr8,145554453,145559943,SCRT1,NM_031309,-,ENSG00000170616,-inf
chr8,145321516,145323045,SCXA,NM_001008271,+,ENSG00000188686,-inf
chr8,145321516,145323045,SCXB,NM_001080514,+,ENSG00000187786,-inf
chr8,97505881,97624037,SDC2,NM_002998,+,ENSG00000169439,5.482345799133678
chr8,59465727,59495419,SDCBP,NM_001007070,+,ENSG00000137575,3.8413859258287055
chr8,57212569,57233241,SDR16C5,NM_138969,-,ENSG00000170786,0.0
chr8,41119475,41166990,SFRP1,NM_003012,-,ENSG00000104332,0.01980262729617973
chr8,22019183,22021991,SFTPC,NM_001172410,+,ENSG00000168484,0.0
chr8,13947372,15095792,SGCZ,NM_139167,-,ENSG00000185053,0.0
chr8,42948656,42978323,SGK196,NM_032237,+,N/A,-inf
chr8,8175257,8239257,SGK223,NM_001080826,-,ENSG00000182319,-inf
chr8,67624652,67774257,SGK3,NM_001033578,+,ENSG00000104205,2.6609585935683597
chr8,19171080,19253729,SH2D4A,NM_022071,+,ENSG00000104611,2.4672517145492794
chr8,145153535,145159140,SHARPIN,NM_030974,-,ENSG00000179526,3.5650154668915506
chr8,134048972,134115310,SLA,NM_001045557,-,ENSG00000155926,0.0
chr8,82605890,82607207,SLC10A5,NM_001010893,-,ENSG00000253598,0.8372475245337022
chr8,20002365,20040717,SLC18A1,NM_003053,-,ENSG00000036565,0.0
chr8,42273979,42397356,SLC20A2,NM_006749,-,ENSG00000168575,4.199605072879594
chr8,104410865,104427468,SLC25A32,NM_030780,-,ENSG00000164933,3.0487989944906833
chr8,23386362,23430063,SLC25A37,NM_016612,+,ENSG00000147454,2.8231630082027146
chr8,92261515,92410378,SLC26A7,NM_052832,+,ENSG00000147606,0.01980262729617973
chr8,117962511,118188953,SLC30A8,NM_001172811,+,ENSG00000164756,0.0
chr8,11188494,11189695,SLC35G5,NM_054028,+,ENSG00000177710,0.0
chr8,22224761,22280249,SLC39A14,NM_015359,+,ENSG00000104635,6.013372799156862
chr8,145637797,145642273,SLC39A4,NM_130849,-,ENSG00000147804,4.357349646961441
chr8,142220869,142238673,SLC45A4,NM_001080431,-,ENSG00000022567,0.0
chr8,145582216,145584948,SLC52A2,NM_001253816,+,ENSG00000185803,3.856087373097843
chr8,87226287,87242604,SLC7A13,NM_138817,-,ENSG00000164893,0.0
chr8,17354596,17428077,SLC7A2,NM_001008539,+,ENSG00000003989,3.2472688993694185
chr8,70584567,70747299,SLCO5A1,NM_030958,-,ENSG00000137571,0.02955880224154443
chr8,143822361,143823829,SLURP1,NM_020427,-,ENSG00000126233,0.0
chr8,49830238,49833999,SNAI2,NM_003068,-,ENSG00000019549,0.04879016416943205
chr8,121547984,121824309,SNTB1,NM_021021,-,ENSG00000172164,4.279717015849312
chr8,50824596,51705427,SNTG1,NM_018967,+,ENSG00000147481,0.0
chr8,82711817,82754521,SNX16,NM_152837,-,ENSG00000104497,1.9401794743463283
chr8,101585111,101661893,SNX31,NM_152628,-,ENSG00000174226,0.0
chr8,22409250,22433008,SORBS3,NM_005775,+,ENSG00000120896,4.037950562025936
chr8,55370494,55373456,SOX17,NM_022454,+,ENSG00000164736,0.0
chr8,10581277,10588022,SOX7,NM_031439,-,ENSG00000171056,0.41871033485818504
chr8,101170262,101254132,SPAG1,NM_172218,+,ENSG00000104450,1.4793292270870801
chr8,7705401,7721319,SPAG11A,NM_001081552,+,ENSG00000178287,0.0
chr8,7308085,7321192,SPAG11B,NM_016512,-,ENSG00000164871,0.0
chr8,145086581,145102015,SPATC1,NM_001134374,+,ENSG00000186583,0.0
chr8,126010719,126034525,SQLE,NM_003129,+,ENSG00000104549,5.373934913006625
chr8,53023391,53322439,ST18,NM_014682,-,ENSG00000147488,0.0
chr8,134467090,134584183,ST3GAL1,NM_173344,-,ENSG00000008513,3.6906279246480533
chr8,38000217,38008600,STAR,NM_000349,-,ENSG00000147465,1.965712776351493
chr8,74461836,74659943,STAU2,NM_001164384,-,ENSG00000040341,3.4173987610001633
chr8,23699433,23712320,STC1,NM_003155,-,ENSG00000159167,0.0
chr8,99466858,99954799,STK3,NM_001256312,-,ENSG00000104375,2.281361456542419
chr8,80523048,80578410,STMN2,NM_007029,+,ENSG00000104435,0.0
chr8,27093813,27115903,STMN4,NM_030795,-,ENSG00000015592,0.0
chr8,70378858,70573147,SULF1,NM_001128204,+,ENSG00000137573,0.0
chr8,110586404,110704020,SYBU,NM_001099743,-,ENSG00000147642,1.463255402256019
chr8,38585703,38710546,TACC1,NM_001146216,+,ENSG00000147526,3.5796224681769866
chr8,120743013,120845074,TAF2,NM_003184,-,ENSG00000064313,2.920469789053444
chr8,125500734,125551329,TATDN1,NM_001146160,-,ENSG00000147687,3.1280754605417043
chr8,54879115,54935008,TCEA1,NM_006756,-,ENSG00000187735,4.4921134636957945
chr8,74857372,74884522,TCEB1,NM_001204860,-,ENSG00000154582,4.502915951949335
chr8,73921096,73959987,TERF1,NM_003218,+,ENSG00000147601,3.061520014091994
chr8,30689059,30706533,TEX15,NM_031271,-,ENSG00000133863,0.26236426446749106
chr8,133879204,134147143,TG,NM_003235,+,ENSG00000042832,0.0
chr8,56685790,56738005,TGS1,NM_024831,+,ENSG00000137574,2.6071242825122494
chr8,42691816,42698474,THAP1,NM_018105,-,ENSG00000131931,2.303584593327129
chr8,143808620,143818350,THEM6,NM_016647,+,ENSG00000130193,3.4061849231731944
chr8,144680073,144682485,TIGD5,NM_032862,+,N/A,-inf
chr8,38846326,38854041,TM2D2,NM_031940,-,ENSG00000169490,3.8249388985210326
chr8,92006501,92053203,TMEM55A,NM_018710,-,ENSG00000155099,1.3737155789130306
